FY,Month (abbv),Component,Region,Land Filter,Branch,Drug Type,Count of Event,Sum Qty (lbs)
2022,JUN,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Fentanyl,6,38.46
2022,JUN,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Methamphetamine,1,3.97
2022,JUN,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Fentanyl,3,3.0200000000000005
2022,JUN,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Heroin,1,0.19
2022,JUN,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Methamphetamine,1,3.0
2022,MAR,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Cocaine,2,884.96
2022,MAR,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Fentanyl,1,125.69
2022,MAR,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Marijuana,1,2.21
2022,MAR,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Methamphetamine,1,4175.17
2022,MAR,Air and Marine Operations,Coastal/Interior,Other,Caribbean Air And Marine Branch,Cocaine,1,350.53
2022,MAR,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Cocaine,1,0.67
2022,MAR,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Marijuana,4,50.0
2022,MAR,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Methamphetamine,5,44.66
2022,MAR,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Cocaine,20,280.49
2022,MAR,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Fentanyl,4,1.45
2022,MAR,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marijuana,16,113.24
2022,MAR,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Methamphetamine,2,0.54
2022,MAR,Air and Marine Operations,Coastal/Interior,Other,NASOC - Corpus Christi,Cocaine,1,4997.83
2022,MAR,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Cocaine,9,11091.35
2022,MAR,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Marijuana,4,8235.9
2022,MAR,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Cocaine,1,0.13
2022,MAR,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Fentanyl,2,0.25
2022,MAR,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Methamphetamine,1,2.2
2022,MAR,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Cocaine,2,0.46
2022,MAR,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Fentanyl,11,84.36
2022,MAR,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Heroin,2,5.01
2022,MAR,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Methamphetamine,10,36.99
2022,MAR,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Cocaine,2,0.04
2022,MAR,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Fentanyl,3,0.28
2022,MAR,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marijuana,2,25.01
2022,MAR,Air and Marine Operations,Northern Border,Land,Manassas Air Branch,Fentanyl,3,0.01
2022,MAR,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Fentanyl,2,9.41
2022,MAR,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Fentanyl,2,8.82
2022,MAR,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Heroin,1,13.1
2022,MAR,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Marijuana,1,0.86
2022,MAR,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Marijuana,3,3005.78
2022,MAR,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Cocaine,5,48.63
2022,MAR,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Fentanyl,1,0.53
2022,MAR,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Methamphetamine,3,31.85
2022,MAR,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Cocaine,1,73.83
2022,MAR,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Fentanyl,2,0.54
2022,MAR,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Methamphetamine,2,0.06
2022,MAR,Air and Marine Operations,Southwest Border,Other,NASOC - San Angelo,Cocaine,9,16920.79
2022,MAR,Air and Marine Operations,Southwest Border,Other,NASOC - San Angelo,Marijuana,1,2189.34
2022,MAR,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Fentanyl,2,0.3299999999999999
2022,MAY,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Cocaine,2,603.23
2022,MAY,Air and Marine Operations,Coastal/Interior,Other,Caribbean Air And Marine Branch,Cocaine,3,0.13
2022,MAY,Air and Marine Operations,Coastal/Interior,Other,Caribbean Air And Marine Branch,Heroin,2,0.05
2022,MAY,Air and Marine Operations,Coastal/Interior,Other,Caribbean Air And Marine Branch,Marijuana,2,0.09
2022,MAY,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Marijuana,2,116.25
2022,MAY,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Methamphetamine,1,0.19
2022,MAY,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Cocaine,4,0.63
2022,MAY,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Fentanyl,1,4.41
2022,MAY,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Heroin,2,4.42
2022,MAY,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marijuana,3,1.14
2022,MAY,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Methamphetamine,8,2.34
2022,MAY,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Cocaine,2,37.470000000000006
2022,MAY,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Cocaine,3,4237.25
2022,MAY,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Marijuana,2,1648.36
2022,MAY,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Methamphetamine,1,5.0
2022,MAY,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Cocaine,2,0.35
2022,MAY,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Fentanyl,1,0.01
2022,MAY,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marijuana,1,48.5
2022,MAY,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Methamphetamine,5,0.52
2022,MAY,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Cocaine,2,5.73
2022,MAY,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Heroin,1,0.66
2022,MAY,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marijuana,1,0.5
2022,MAY,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Cocaine,1,14.33
2022,MAY,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Methamphetamine,1,1.5
2022,MAY,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Marijuana,1,0.9
2022,MAY,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Cocaine,1,0.0
2022,MAY,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Fentanyl,2,26.57
2022,MAY,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Methamphetamine,1,39.9
2022,MAY,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Fentanyl,1,0.75
2022,MAY,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Methamphetamine,2,576.72
2022,MAY,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Heroin,1,0.11
2022,MAY,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Marijuana,2,1166.6799999999998
2022,MAY,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Methamphetamine,1,1.03
2022,NOV,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Cocaine,3,383.08
2022,NOV,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Marijuana,1,247.71
2022,NOV,Air and Marine Operations,Coastal/Interior,Other,Caribbean Air And Marine Branch,Cocaine,2,813.04
2022,NOV,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Marijuana,1,27.12
2022,NOV,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Methamphetamine,3,1.53
2022,NOV,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Cocaine,1,0.0
2022,NOV,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Fentanyl,1,0.0
2022,NOV,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Heroin,1,0.0
2022,NOV,Air and Marine Operations,Coastal/Interior,Other,Mexico City IAC,Cocaine,1,382.57
2022,NOV,Air and Marine Operations,Coastal/Interior,Other,Mexico City IAC,Fentanyl,1,89.3
2022,NOV,Air and Marine Operations,Coastal/Interior,Other,Miami Air And Marine Branch,Cocaine,1,639.45
2022,NOV,Air and Marine Operations,Coastal/Interior,Other,NASOC - Corpus Christi,Cocaine,3,2425.51
2022,NOV,Air and Marine Operations,Coastal/Interior,Other,NASOC - Corpus Christi,Marijuana,1,35.28
2022,NOV,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Cocaine,8,18793.24
2022,NOV,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Marijuana,2,6519.1
2022,NOV,Air and Marine Operations,Coastal/Interior,Other,New Orleans Air And Marine Branch,Methamphetamine,2,9.92
2022,NOV,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Cocaine,2,5.79
2022,NOV,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Fentanyl,7,11.57
2022,NOV,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Heroin,1,2.33
2022,NOV,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Methamphetamine,2,6.7
2022,NOV,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Fentanyl,2,0.07
2022,NOV,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,Heroin,1,0.0
2022,NOV,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,Marijuana,2,0.07
2022,NOV,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Cocaine,1,0.0
2022,NOV,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Methamphetamine,2,11.33
2022,NOV,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Cocaine,3,146.55
2022,NOV,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Fentanyl,1,5.16
2022,NOV,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Heroin,3,26.53
2022,NOV,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Cocaine,6,2.1700000000000004
2022,NOV,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Fentanyl,5,29.39
2022,NOV,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Marijuana,3,6.57
2022,NOV,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Methamphetamine,3,0.03
2022,NOV,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Methamphetamine,1,4.19
2022,NOV,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Cocaine,1,2.54
2022,NOV,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Marijuana,1,220.9
2022,NOV,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Fentanyl,4,7.5
2022,NOV,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Marijuana,2,6.409999999999999
2022,NOV,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Fentanyl,1,0.36
2022,NOV,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Fentanyl,5,10.45
2022,NOV,Air and Marine Operations,Southwest Border,Other,San Diego Air And Marine Branch,Heroin,1,0.0
2022,OCT,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Cocaine,2,2215.18
2022,OCT,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Marijuana,2,189.68
2022,OCT,Air and Marine Operations,Coastal/Interior,Other,Caribbean Air And Marine Branch,Cocaine,3,140.21
2022,OCT,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Marijuana,2,1.16
2022,OCT,Air and Marine Operations,Coastal/Interior,Other,Houston Air And Marine Branch,Methamphetamine,1,0.09
2022,OCT,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Cocaine,2,0.81
2022,OCT,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Fentanyl,1,0.03
2022,OCT,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Marijuana,1,0.18
2022,OCT,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Methamphetamine,1,1.07
2022,OCT,Air and Marine Operations,Coastal/Interior,Other,NASOC - Albuquerque,Methamphetamine,2,2.14
2022,OCT,Air and Marine Operations,Coastal/Interior,Other,NASOC - Corpus Christi,Cocaine,5,8429.74
2022,OCT,Air and Marine Operations,Coastal/Interior,Other,NASOC - Corpus Christi,Marijuana,1,3120.08
2022,OCT,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Cocaine,3,3186.23
2022,OCT,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Cocaine,2,14.35
2022,OCT,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Fentanyl,2,6.08
2022,OCT,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Heroin,2,5.98
2022,OCT,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Methamphetamine,2,13.27
2022,OCT,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Cocaine,2,6.61
2022,OCT,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Fentanyl,1,0.0
2022,OCT,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Methamphetamine,1,5.51
2022,OCT,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Cocaine,1,3.31
2022,OCT,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Marijuana,1,9.92
2022,OCT,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Methamphetamine,3,2.07
2022,OCT,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Cocaine,7,58.63
2022,OCT,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Fentanyl,3,30.6
2022,OCT,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Heroin,3,31.31
2022,OCT,Air and Marine Operations,Northern Border,Other,Manassas Air Branch,Marijuana,2,0.01
2022,OCT,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Cocaine,5,4.3
2022,OCT,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Marijuana,2,1.06
2022,OCT,Air and Marine Operations,Southwest Border,Land,Laredo Air Branch,Heroin,1,18.74
2022,OCT,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Cocaine,3,15.85
2022,OCT,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Fentanyl,5,5.07
2022,OCT,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Heroin,1,0.18
2022,OCT,Air and Marine Operations,Southwest Border,Land,Tucson Air Branch,Methamphetamine,1,0.15
2022,OCT,Air and Marine Operations,Southwest Border,Land,Yuma Air Branch,Cocaine,1,0.0
2022,OCT,Air and Marine Operations,Southwest Border,Other,Laredo Air Branch,Cocaine,1,0.01
2022,SEP,Air and Marine Operations,Coastal/Interior,Other,AMOC Air And Marine Operations Center,Cocaine,2,620.38
2022,SEP,Air and Marine Operations,Coastal/Interior,Other,Caribbean Air And Marine Branch,Cocaine,2,3539.04
2022,SEP,Air and Marine Operations,Coastal/Interior,Other,Jacksonville Air And Marine Branch,Cocaine,1,6.61
2022,SEP,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Cocaine,4,2806.45
2022,SEP,Air and Marine Operations,Coastal/Interior,Other,NASOC - Jacksonville,Marijuana,1,1840.84
2022,SEP,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Cocaine,2,0.02
2022,SEP,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Fentanyl,9,18.69
2022,SEP,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Heroin,4,0.16
2022,SEP,Air and Marine Operations,Northern Border,Land,Bellingham Air Branch,Methamphetamine,10,0.29
2022,SEP,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Cocaine,3,1.32
2022,SEP,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Fentanyl,2,0.31
2022,SEP,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Marijuana,2,11.4
2022,SEP,Air and Marine Operations,Northern Border,Land,Great Lakes Air And Marine Branch,Methamphetamine,2,0.27
2022,SEP,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,Cocaine,2,0.05
2022,SEP,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,Fentanyl,4,0.27
2022,SEP,Air and Marine Operations,Northern Border,Land,NASOC - Grand Forks,Marijuana,4,0.79
2022,SEP,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Cocaine,2,2.8000000000000003
2022,SEP,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Fentanyl,2,9.04
2022,SEP,Air and Marine Operations,Northern Border,Other,Great Lakes Air And Marine Branch,Heroin,2,0.01
2022,SEP,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Fentanyl,1,0.6
2022,SEP,Air and Marine Operations,Southwest Border,Land,Ground Tactical Air Controller,Methamphetamine,1,17.99
2022,SEP,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Cocaine,2,132.71
2022,SEP,Air and Marine Operations,Southwest Border,Land,Mc Allen Air And Marine Branch,Marijuana,2,18.74
